ID	bs_f_1	bs_f_2	bs_f_3	bs_f_4	bs_f_5	bs_f_6	bs_f_7	bs_f_8
Zotu7868								
Zotu16734				1				1
Zotu7728	1							
Zotu6148	7		4	1	1	1	4	3
Zotu13900								1
Zotu5256		4	3	2	4	7	3	3
Zotu14883								
Zotu10044								
Zotu10811		3					1	1
Zotu7391	1	3	4	2	2			1
Zotu9908	2	8			1	2		
Zotu15813								
Zotu7572	1	2		5		3	2	1
Zotu15041						1		1
Zotu18550						1		
Zotu7929							1	
Zotu19805					3			
Zotu8147								
Zotu5754	1		1	7		2		2
Zotu13391		2	1	3				
Zotu5857								
Zotu9727							1	
Zotu2500	23	18	1	2				2
Zotu7787								
Zotu2836	11							20
Zotu8812					1			
Zotu7358		1						
Zotu7720		5						
Zotu4668	1		1			2	1	
Zotu9042	1	1						
Zotu19085								
Zotu13206						2		
Zotu441	15	28	34	44	3	32	26	37
Zotu304	26	71	57	52	25	41	34	50
Zotu5340		2				4	3	1
Zotu11883								
Zotu1547	4	10	15	11	4	8	9	8
Zotu15785								
Zotu4579		7	2	2		3		
Zotu8410			1	3				2
Zotu7304		1	2	5	1			3
Zotu448	19	22	14	31	14	22	10	21
Zotu930	7	10	11	16	4	4	9	4
Zotu6423	1			8		1	1	3
Zotu4920		7	2	3	1			1
Zotu4118	2	1	5	5		3		2
Zotu8063	2	3		5				5
Zotu13905	1	1	1	1		1		1
Zotu19763								
Zotu7328			2	2			1	4
Zotu828	8	15	12	22	7	9	19	15
Zotu6419	1	2	1	3	3			2
Zotu4193	3	7	4	4	1		4	4
Zotu16376		1			1			
Zotu13346		3	2		2	3	1	4
Zotu4131	1	2	3	2	2	2	5	1
Zotu16350								
Zotu4104		8	4	1	1	1	1	2
Zotu4038	1		2					
Zotu18797	1							
Zotu5775								
Zotu5053					4			
Zotu766	14	11	15	23	14	7	9	7
Zotu14984								
Zotu11064								
Zotu19778		2						
Zotu9320								
Zotu10589								
Zotu19040		1						
Zotu11054	1					1		
Zotu13001	2							
Zotu7629								
Zotu1815								
Zotu3000								
Zotu13833								
Zotu7259	3				2			
Zotu1913		5	1				1	
Zotu16657								
Zotu6794		13						
Zotu10195								
Zotu15384								
Zotu632					2			
Zotu1901								
Zotu5225								
Zotu18306								
Zotu10864								
Zotu6190								
Zotu656							5	
Zotu9257								
Zotu3415								
Zotu18710								
Zotu8334								
Zotu17772						1		
Zotu11659	1							
Zotu9609	1	1	1					1
Zotu12820		1	1					
Zotu20776								
Zotu1345								
Zotu13101								
Zotu14670	1							
Zotu12123								
Zotu5549								
Zotu16283		1						
Zotu1942		1					1	2
Zotu5992								
Zotu9903		1						
Zotu10301								
Zotu6269		3		6	1			5
Zotu5865								
Zotu7271	3			2				
Zotu6561	1	1	1					
Zotu14704								
Zotu3535		2	3	2	1	1		1
Zotu4265		1	2	5	1	1		1
Zotu3631								
Zotu12891		5						
Zotu6832	1		1	1		2		1
Zotu10174	6					1		
Zotu20379								
Zotu11782		2	1				1	1
Zotu14216								
Zotu9461								
Zotu9709								
Zotu11806					1		1	
Zotu4191	2	3	1	1				
Zotu9494		1						
Zotu2154								
Zotu16643		4					1	
Zotu3891	5	3	2	3	1			2
Zotu12504	1							
Zotu18934								
Zotu17550								
Zotu12987			1					
Zotu2778	3	5		18	18			1
Zotu11147								
Zotu11247								
Zotu6425								
Zotu12231								
Zotu7933								
Zotu10709	1	1		1	1		1	2
Zotu11264						2	1	1
Zotu2811	2	3	4	3	2		3	4
Zotu16040								
Zotu4325	6	13	3	8	3		2	5
Zotu5001	3	1	2	2	7	2	1	5
Zotu9983			1					
Zotu8446					2			
Zotu6476	1	1	3	4	3	1	1	5
Zotu12286								
Zotu13557	1	1						
Zotu18053	1							
Zotu18557								
Zotu14616								
Zotu12757			2		2		4	
Zotu16894								
Zotu1929		1						
Zotu18516								
Zotu8246	1			2	1			1
Zotu6055	7	11	8	5	7		1	
Zotu10487	5							
Zotu12908		1	3					1
Zotu16663					1			
Zotu9324								
Zotu11817			1		2		1	
Zotu16468			1					
Zotu3482								
Zotu14876				4				1
Zotu7454	1	1			1	1		
Zotu2164	3	4	11	9	6	1	2	1
Zotu10499	1		2					1
Zotu5560	1			1	2		1	3
Zotu16167	1	2		1				
Zotu18415	1						1	
Zotu1200	11	1	6	7	9	1	3	5
Zotu13027		1		6				
Zotu15925								
Zotu13095			1		4			
Zotu20427			1	1				
Zotu17914				1	1			
Zotu1621	4	1	5	3	3	1	1	1
Zotu3142					1			
Zotu6053	1							1
Zotu17324								
Zotu13817								
Zotu13362	1							
Zotu1337	8	7	12	14	9	2	2	3
Zotu872	13	30	15	27	10	13	3	17
Zotu1779	7	7	7	7	7	7	2	6
Zotu13516								
Zotu1764								
Zotu19016								
Zotu10243								
Zotu16554								
Zotu4611								
Zotu4225								
Zotu11637								
Zotu4285								
Zotu7775							1	
Zotu8975								1
Zotu2824								1
Zotu8588								
Zotu8415								
Zotu2040								
Zotu16031								
Zotu14107								1
Zotu3168			2		1		16	
Zotu15026						1		
Zotu12838								
Zotu4535	1				2			
Zotu17131					1			
Zotu20364	1							
Zotu10813								
Zotu15742		2						
Zotu5345					2			
Zotu4533			1					1
Zotu13060								
Zotu18511								
Zotu8549								
Zotu17492								
Zotu14451		1	3	1	1			
Zotu18907							1	
Zotu16922						1		
Zotu3067				1				
Zotu4138								
Zotu7649								
Zotu10321								
Zotu5557								
Zotu5588					5	2	2	1
Zotu4904								
Zotu435	1	1			198	1		1
Zotu3385					2			
Zotu2938	2							
Zotu10627								
Zotu631	24	5				6	11	
Zotu3216			5		1			
Zotu10857								
Zotu4112								
Zotu1673								
Zotu4490								
Zotu4400								
Zotu2656								
Zotu14542								
Zotu9255								
Zotu6740								
Zotu4311								
Zotu4669								
Zotu5807								
Zotu13693								
Zotu5253								
Zotu16972								
Zotu4664								
Zotu2261								
Zotu8250								
Zotu8248								
Zotu9491								
Zotu5410								
Zotu4301								
Zotu14527								
Zotu18063								
Zotu13417				1	2			
Zotu11056		1				1		
Zotu2983								
Zotu16472		1						
Zotu17911			1					
Zotu18549								
Zotu5491								
Zotu7073					1		1	
Zotu2185								
Zotu18555								
Zotu13976			1					
Zotu5466					1			
Zotu11428								
Zotu7737			1		2			
Zotu15131								
Zotu17721								
Zotu4658	3	1	3	1	1		1	2
Zotu665	12	20	17	20	15	25	30	19
Zotu8139	1	3			1	1		3
Zotu5315		1	2		1	2		
Zotu17229								1
Zotu918	4	6	7	6	13	19	8	7
Zotu14795				1				
Zotu7554	1			1	1	1		
Zotu1716		7	5	8	4	7	5	6
Zotu2543	4	3	4	1	4	7	2	3
Zotu20651						3		
Zotu1840	2	1	2	3	4	5	6	6
Zotu13907			1			1	2	
Zotu7735				3			1	
Zotu9581						1		1
Zotu8655		3	2	1	1	2		1
Zotu17516		1						1
Zotu6856		2	2		2	1		4
Zotu15376			5					
Zotu9779		1		2	1			2
Zotu3814		2	3	1	1	3	3	9
Zotu16204								
Zotu8844								
Zotu862					1			
Zotu5900								
Zotu20457								
Zotu13024								
Zotu13168								
Zotu1358		1		2	1	1		1
Zotu5166								
Zotu2411		9						
Zotu1641	2		1			3		
Zotu4264								
Zotu3686								
Zotu6725								
Zotu8670				2				
Zotu2586	1				4	1		
Zotu5365		1		1	1			
Zotu5058	1	3						
Zotu11941								
Zotu16163								
Zotu87	1		4	2				
Zotu194						2		
Zotu655			1					
Zotu16834								
Zotu1493								
Zotu484	1	1			1	6	5	
Zotu855	2	11			2		21	
Zotu10362					1			
Zotu14594								
Zotu18706								
Zotu10317			1		1			
Zotu13218								
Zotu2762		3	3	2	1			
Zotu11031			1					
Zotu16382	2							
Zotu8301			1	2				
Zotu10563		1		1	1			
Zotu7188	2					2		
Zotu18151							1	
Zotu4202		2	4	4		4	2	4
Zotu10737	1		3				1	
Zotu17008	1					1		2
Zotu9323		1	2	1	3		1	
Zotu15238				1				
Zotu12588	1	1	1		1			
Zotu10115	3		1				1	
Zotu11194			1	1		2		
Zotu13628					1			
Zotu6114	1	1	1	3	3		2	
Zotu294								
Zotu4613								
Zotu379								
Zotu253								
Zotu1125								
Zotu8790								
Zotu14858								
Zotu74								
Zotu161					1			
Zotu643								
Zotu7022								
Zotu4110								
Zotu782								
Zotu2316								
Zotu2305								
Zotu7141								
Zotu264								
Zotu11219								
Zotu14759								
Zotu1003								
Zotu1095					2		1	1
Zotu4054								
Zotu153								
Zotu279					1			
Zotu150	79	2			30	4		5
Zotu9804								
Zotu11947								
Zotu20619								
Zotu12568								
Zotu12560								
Zotu9455								
Zotu14634								
Zotu20414								
Zotu10925								
Zotu6355								
Zotu13288			1					
Zotu16903								
Zotu795	11	6	13	6	8	4	5	9
Zotu8696								
Zotu1020	30	11	6	13	21	13	6	7
Zotu1907	5		1	2	3	1	1	
Zotu15734						2		
Zotu13311								
Zotu7860								
Zotu9398								
Zotu8528								
Zotu3783								
Zotu4712								
Zotu6709					2			
Zotu10462	2							
Zotu15109								
Zotu16348								
Zotu16200			2					1
Zotu18709	21	3	3	3	5	2	1	9
Zotu1729	2	2	6			1		1
Zotu1445	1		1	1			1	
Zotu4299					1		1	
Zotu2570		5	2	3	1	2	1	3
Zotu10862								
Zotu15859								
Zotu447	29	9	16	10	25	11	13	9
Zotu8309	1	2		1				
Zotu2661	7	1	2	5	5	2	1	
Zotu1385	63	2	4	6	12	2		2
Zotu3639	6		5	3	7	7		1
Zotu1903	20	3	1	1	15	10	1	4
Zotu2083	11	4	1	4	2	3	2	3
Zotu1539	18	3	3	7	7	6	4	
Zotu17389	2	1				1		
Zotu7422	2	1			1			
Zotu1071		1	2	1	3	1	1	
Zotu1584	18	7	2		4	6		2
Zotu806	25	19	18	12	31	12	2	8
Zotu8877	3		1					
Zotu4865	6	1		2	2	2		2
Zotu5445				1				
Zotu7428	2		3		2	5	2	
Zotu1408	20	10	10	7	6	25	1	5
Zotu6303	1		2	3	1	2		2
Zotu5508	6		1	2				
Zotu13737	3		2	1				
Zotu3929	2	9			6	3	2	3
Zotu957	17	17	11	8	15	15	7	2
Zotu7028	1			1	1			
Zotu1169								2
Zotu1196				4	1			3
Zotu1049	39	17	12	5	7	27	15	1
Zotu2712	10	1	2	2	12	1		
Zotu418	7	1	3		15	1	3	3
Zotu5484	11		1	2	24			4
Zotu5261	2	4						2
Zotu13772			1					
Zotu1328	2			2		1		
Zotu7313			6	1				
Zotu3502		6	2	5	7	1		
Zotu3123	1	3						2
Zotu8817								
Zotu18727								
Zotu14166						1		
Zotu1174								
Zotu6429					1			
Zotu3945	3	1	1		1	4		
Zotu1086	22	8	13	11	14	5	5	3
Zotu275	11	1	4	1	30	5	10	2
Zotu11189	2			2				1
Zotu19424								
Zotu3752								
Zotu10882								
Zotu11322								
Zotu13533								
Zotu7327								
Zotu9641			1				2	
Zotu10082								
Zotu11240	1							1
Zotu2579		1	3	3	3		2	
Zotu8777								
Zotu1263	1						2	2
Zotu552	3	1	4	5			1	3
Zotu454	4	5	5	4	2	2	5	3
Zotu2915			3	2	1			4
Zotu949	2		2	1				
Zotu2981	1		7					
Zotu1183		5	1		4	3	7	4
Zotu4114	1	1						1
Zotu1593			1					
Zotu19949								
Zotu1865					2		3	
Zotu6360								
Zotu5766								1
Zotu17041			1		1			
Zotu6354					5			
Zotu20599								
Zotu11254								
Zotu19244								
Zotu2501								
Zotu3745								
Zotu4545								
Zotu7950								
Zotu10375								
Zotu15842								
Zotu15867								1
Zotu11390								
Zotu17307	1		1			1		
Zotu19974				3			1	
Zotu8908								
Zotu2195		7	8	1		26	1	5
Zotu20354			1	1			1	
Zotu12078							1	
Zotu13868								
Zotu14573				2				1
Zotu13871	1		1					3
Zotu9052	1	2	1	2			1	4
Zotu6678		1	7	2	1	3		1
Zotu17653								
Zotu3153			2					
Zotu4981				2				
Zotu5065				2				
Zotu15185							1	
Zotu2587		8	3	2			1	
Zotu8994								
Zotu7161								
Zotu11998						1		
Zotu16950								
Zotu12263				1				
Zotu12293								
Zotu10489								1
Zotu5398	2	1	3		3			
Zotu15044				2				
Zotu4959								
Zotu12945								
Zotu3141	1	3	12			4		1
Zotu16988								
Zotu17212								
Zotu18999								
Zotu17356								
Zotu16662								
Zotu17591								
Zotu15909								
Zotu6038				1				
Zotu4723					1	1		
Zotu3974							1	
Zotu8322			1					
Zotu12919								
Zotu19712		1	2					
Zotu11018	7	1				3		
Zotu13785		1			1			1
Zotu20112								
Zotu7344								
Zotu17830								
Zotu2683			1					
Zotu9640					1		1	
Zotu1225								
Zotu1031								
Zotu2651	1		3		4		1	
Zotu661	1	1	2					2
Zotu10854							1	
Zotu19357								
Zotu14167				3	1		1	
Zotu12274								
Zotu13744								
Zotu6361		1	3			2		
Zotu20295								
Zotu17240								
Zotu6154		2	4	1	1	7	3	1
Zotu16392								
Zotu16315						2		
Zotu17637								
Zotu19797								
Zotu11159								
Zotu15008								
Zotu3991	1			1	2	4		
Zotu10454		1						
Zotu2911			4	3				
Zotu2059								
Zotu14785								
Zotu8470			1		1	4		
Zotu12412		1		1				
Zotu9430					1		1	
Zotu12250								
Zotu13607					1			
Zotu12415								
Zotu17729		1						
Zotu3797								
Zotu16207			4					
Zotu14517								
Zotu20747								
Zotu6978								
Zotu15529			2					
Zotu15850								
Zotu17577								
Zotu16920								
Zotu10551								
Zotu6152			3	1	1		2	1
Zotu18174								
Zotu12834		5	1					
Zotu3096		1						
Zotu17198								
Zotu14678								
Zotu16077						2		
Zotu8569			2					
Zotu20288								
Zotu14633								
Zotu17948								
Zotu11997								
Zotu19593								
Zotu8753								
Zotu17232		3						
Zotu3350								
Zotu14565	1							
Zotu6868								1
Zotu14024								
Zotu1875	2			1	1	1	3	
Zotu18833								
Zotu8574								
Zotu9081								
Zotu4586							1	
Zotu3774		3						
Zotu12325								
Zotu8619			2					
Zotu17054			1				2	
Zotu19985								
Zotu7408								
Zotu19410	2							
Zotu11708			1	3	1	3		2
Zotu16092				3				
Zotu18275				2				
Zotu16159							2	
Zotu18203				2			1	
Zotu16522					1			
Zotu17561								
Zotu16703								
Zotu5881				2	1		3	
Zotu18631		1		2				
Zotu14598		1				1	2	
Zotu18068								
Zotu12128								
Zotu3103								
Zotu9582								
Zotu13063								
Zotu18142								
Zotu20761								
Zotu1061	3	5	13	5	4	8	11	6
Zotu3015			2					
Zotu18617								
Zotu14089	2	5						
Zotu19010								
Zotu8170			2					
Zotu1623								
Zotu12253			1				2	
Zotu10008		9			2	2		1
Zotu16456					2			
Zotu18564								
Zotu20061								
Zotu19646				1				
Zotu20421								
Zotu14907								
Zotu12079							1	1
Zotu12377								
Zotu9957						1		
Zotu20719								
Zotu15403							1	
Zotu20589								
Zotu15204								
Zotu14807								
Zotu19500								
Zotu3203		2	3	1	3	5	5	4
Zotu14831								
Zotu16103							1	
Zotu16089								
Zotu19279			1	1				
Zotu19717								
Zotu14175								
Zotu10427								
Zotu5010								
Zotu16203								1
Zotu9514								
Zotu14950								
Zotu12014								
Zotu3429			1				2	
Zotu14281		1	4					1
Zotu16225								
Zotu16495								
Zotu15484			1	2				
Zotu19098								
Zotu13563								
Zotu14345					1			
Zotu10520				2				
Zotu14671								
Zotu15626			2		1			
Zotu14343								
Zotu17201								
Zotu12161								
Zotu20717			1					
Zotu14708								
Zotu17906								
Zotu18830				1				
Zotu2876								
Zotu15147						1		
Zotu19062			1				1	
Zotu19245				1				
Zotu5685		2				1		
Zotu14433								
Zotu15031			1					
Zotu20257								
Zotu2350	2	11	13	13	2	10	4	18
Zotu9297								
Zotu19280			1					
Zotu17447								
Zotu18785								
Zotu11104			1		1		1	
Zotu15664								
Zotu17422								
Zotu19082								
Zotu10659								
Zotu6418		1	1				1	1
Zotu17218								
Zotu20202								
Zotu15402								
Zotu19650			1				2	
Zotu18084								
Zotu12041			1					1
Zotu12493					2			
Zotu19857								
Zotu17858	1							1
Zotu19991						1		
Zotu20066								
Zotu9787				1		1		
Zotu14964								
Zotu12023								
Zotu15223								
Zotu18194						1	2	
Zotu11301	1		1	3				2
Zotu17017								
Zotu2979	10	5	4	21	5	6	6	13
Zotu8904								
Zotu16929		1						
Zotu18204								
Zotu20643								1
Zotu9788			1					
Zotu19263			3					1
Zotu9106		1		2				
Zotu13254								
Zotu14341		1	1					1
Zotu20248						1	1	
Zotu2153								
Zotu5435			1					
Zotu13445								
Zotu17813								
Zotu6451				2		1		
Zotu11133			1	2				
Zotu16556	1							
Zotu4727			1					
Zotu19886								
Zotu12045							1	
Zotu19159					2			
Zotu19762		1						1
Zotu7686				6		1	3	1
Zotu10679			1	1	1			1
Zotu6432	3		4	3		1	1	3
Zotu20083					1		1	2
Zotu12501								1
Zotu13275								
Zotu16033								
Zotu13621			1					
Zotu17083		1			1		2	
Zotu19327								
Zotu10133								
Zotu10447								
Zotu17643				2				
Zotu20535								
Zotu10119				1		1		
Zotu13555								1
Zotu6233	1						1	
Zotu12004			2			1		1
Zotu8930				1			3	
Zotu13791		1	1					
Zotu19626		1						
Zotu20097				1				
Zotu19525			1	2	1			
Zotu16171		1					1	
Zotu18325								1
Zotu11726			1					
Zotu17927							1	
Zotu15025		1					3	
Zotu19289							1	
Zotu11499			1	6				
Zotu19061								
Zotu14179		1		2				
Zotu18652				1			2	
Zotu4859								
Zotu13941	1		2					
Zotu18320								
Zotu13942								
Zotu9587		1	1	1				
Zotu20602								
Zotu16183					2			
Zotu6155		1						
Zotu3026								
Zotu9862				1				
Zotu20734								
Zotu12071								
Zotu14536			2			1		1
Zotu1527		1	2	1		1	8	
Zotu10339								
Zotu11862	1		1	2		1	2	
Zotu11891	5				2			
Zotu20844	1	1	1		1			
Zotu20136								
Zotu20461		1						
Zotu15809								
Zotu19636	2				1			
Zotu3744								
Zotu17946								
Zotu9028								
Zotu14365								
Zotu5011								
Zotu14264					1			
Zotu8725		1				1	1	1
Zotu14830								
Zotu11753			1	1		2	1	1
Zotu12469								
Zotu19582								
Zotu10289								
Zotu2802								
Zotu13043								
Zotu15442								
Zotu797		1		2	2			
Zotu1954								
Zotu5363								
Zotu6784				2				
Zotu8942								
Zotu11801								
Zotu9996			1	2				1
Zotu4783		6	4		1	1	1	1
Zotu11255						1		
Zotu9293		2	1	2			1	
Zotu19693		3						
Zotu4610		3		1	2			4
Zotu12573						1		
Zotu3222	3	2		1		1		3
Zotu2307	1	4	2	4		3	3	1
Zotu2342	1		3	4	1	1	3	6
Zotu8981								1
Zotu6103							1	
Zotu11457								
Zotu16804		1	1			1		
Zotu5005	1							3
Zotu8161		1			1	1		
Zotu18547						1		
Zotu18749		2	2					
Zotu16266							2	
Zotu6708	1				2		1	
Zotu9450				1				1
Zotu11138					1			
Zotu18846								
Zotu7856		1			3	2		1
Zotu9207								
Zotu9783	1					2		1
Zotu12200			1				1	2
Zotu15832	1							
Zotu6824	1	2	3					1
Zotu5835			2		1		1	
Zotu7718		1		1				9
Zotu20455								
Zotu19677								
Zotu5984						3		2
Zotu146	11	21	43	45	36	58	82	60
Zotu561	3	8	4	3	4	2	8	6
Zotu249	17	9	14	21	19	24	21	34
Zotu480	1	2	2	18	1	5	3	
Zotu1341	5	8	7	2	11	9	4	13
Zotu1062	1	1	4	5	4	5	1	5
Zotu5189	1	3	1	2		3	2	2
Zotu3678	2	4	1	1	2	2	1	5
Zotu10664								1
Zotu17894	2	7	5	3		4	2	11
Zotu17847						1		1
Zotu4683								
Zotu18693								
Zotu6145								
Zotu11802					4	1		
Zotu18042								
Zotu10472								
Zotu5562								
Zotu2738		2		3				
Zotu2358		5	2		1		2	8
Zotu7389		1					1	3
Zotu1103	2	4			3		2	
Zotu2067		3		1	4	2	2	3
Zotu3368	2		1	2	4		1	
Zotu13733						1		
Zotu3626						1	1	1
Zotu12141				1			2	3
Zotu5290								
Zotu1151	1			1	2		2	
Zotu3685								
Zotu2462	4	2			1	2	3	5
Zotu10177								
Zotu3394	1	1	1	4	1	4	3	5
Zotu6747	1	1	2	1		2		2
Zotu20450								
Zotu3573	1	2			4	1		4
Zotu14755		1						
Zotu17714							2	
Zotu1135		1	1					3
Zotu8060							3	2
Zotu5873						3	3	1
Zotu4742								
Zotu11592	2							
Zotu16940				1		1		
Zotu12792								
Zotu3693								1
Zotu6406				1				
Zotu15621								
Zotu2169	1							
Zotu2720		2			2	1	2	
Zotu6007		2	1	1	1	2		2
Zotu20658					2			
Zotu17977								
Zotu19363				1		1		1
Zotu13453								1
Zotu6793	1							
Zotu10471			3	6	3		1	1
Zotu3478								
Zotu5773	1						1	
Zotu20368								
Zotu16090								
Zotu12866								3
Zotu9780						1		1
Zotu19786								
Zotu6102	2		2		2		1	
Zotu8141		1	2			5	2	
Zotu19323								
Zotu9032		1	2	3	1		1	
Zotu16567	1	1						2
Zotu6749	1	4	2	3	2	3	4	2
Zotu17654								
Zotu9119		3		1			3	
Zotu562	5	12	17	7	3	7	8	17
Zotu9272								
Zotu888	1	3	3	4	8	12	13	10
Zotu12470								
Zotu4566					1			
Zotu8524	1			2				
Zotu5207	1			1				
Zotu11473								
Zotu15027								
Zotu449		1			2			
Zotu1531	4		5		4			
Zotu672	1	2		2		1		
Zotu12848								
Zotu1587	12	7	4	1	3	1	5	
Zotu12533								
Zotu2397					1			
Zotu4365								
Zotu7992			2				2	1
Zotu17411								
Zotu5829						1		
Zotu5602								
Zotu145				1				
Zotu4993	3				1			
Zotu6557								
Zotu14128		2			1	1		2
Zotu7475	1						1	1
Zotu17106						1		
Zotu13617		1						
Zotu18393	1				3			1
Zotu14793		1						
Zotu19162	1							
Zotu8755								
Zotu16289		1						1
Zotu16129								
Zotu16565								
Zotu12678								
Zotu11611						1	3	
Zotu5414	5		2				1	
Zotu2027	4	5	12	3	1	9		12
Zotu20499					1		1	1
Zotu1748	8	2	14	6	5	6	3	1
Zotu322	20	51	46	29	47	55	23	27
Zotu280	29	38	45	34	37	63	36	40
Zotu290	30	36	67	58	35	69	28	27
Zotu14054	1	2	1	6		1		
Zotu3487	3	7	8	9	2	1	1	3
Zotu810	8	26	18	11	18	22	13	8
Zotu1139	10	9	7	8	7	12	10	6
Zotu1656	7	7	7	9	7	1	7	11
Zotu7137		1		1		1		
Zotu1686	4	3	3	3		9	2	8
Zotu1864	12	9	6	7	2	4	5	3
Zotu9143	3	3	5	1	4	2		2
Zotu3053	2	9	4	1	2	11	4	3
Zotu6315	1	4			3	2		
Zotu9253		5		1	1	3		
Zotu3546		2	2		2		2	
Zotu5235	3		4	5	1		1	
Zotu6310			1	1	2	4	1	2
Zotu15047								
Zotu10700			1	1				
Zotu7709				1		2	2	
Zotu12800								
Zotu15567		1						
Zotu7412								
Zotu16237			2					
Zotu6489	2	2	2	1	1			
Zotu8579	1	2					1	
Zotu16277							1	
Zotu14062				1		1		
Zotu11192		1		1		1		
Zotu13342					1			
Zotu8435	1	1			1			1
Zotu9551	3	1						2
Zotu1138	3	6	15	5	15	17	6	2
Zotu16319								
Zotu10201		3	2	4	1	1	1	
Zotu13876			1			1		1
Zotu7453	4		2	2	1	2	2	1
Zotu3892		3	8	3	2		2	
Zotu8592								
Zotu14675			2					
Zotu17976								
Zotu6880								
Zotu2472								
Zotu16778		2						
Zotu19940								
Zotu11026								
Zotu2673								
Zotu6555								
Zotu12525								
Zotu3028	7	1	2	9	1	2	9	2
Zotu17958								
Zotu20047				2				
Zotu4752		2		2	1	3	3	3
Zotu2708	1	5		4	3	2	1	6
Zotu545	8	24	21	12	12	19	9	15
Zotu6183								
Zotu9731				1		1		
Zotu1850		7	1	2	7	3	2	6
Zotu17454								
Zotu17804					1			
Zotu18737						1		
Zotu18812	1						2	
Zotu4945		1	2	1				2
Zotu14022	1				3			
Zotu15533								
Zotu18808							1	
Zotu6811			3	3	4	4	1	
Zotu4132	1			1	3		1	4
Zotu7983			1		1	1	2	2
Zotu2245	2	2	2	4	1	2	3	2
Zotu4704			1		1			1
Zotu14123		2						
Zotu8927		1		1	1	1		1
Zotu16305				2				
Zotu10553			2	2				
Zotu15071								
Zotu13013				1	1			
Zotu12479								
Zotu14789								
Zotu3382								
Zotu5834								
Zotu5331								
Zotu8620								
Zotu997			1	1	3			
Zotu1262								
Zotu2046								
Zotu8177								
Zotu4274								
Zotu3764								
Zotu929			1					
Zotu6636								
Zotu6651								
Zotu6948								
Zotu14379								
Zotu15784								
Zotu15161								
Zotu7615								
Zotu6800								
Zotu19169								
Zotu7504								
Zotu12826								
Zotu14819								
Zotu15525	5							
Zotu20077								
Zotu988	5	14	10	7	9	11	7	2
Zotu14097		1					1	
Zotu11087		6				4		
Zotu4932		1	3			4	2	
Zotu12342		2					1	
Zotu14417	1	3			2			
Zotu8640								
Zotu12316								
Zotu2182								
Zotu8207								
Zotu17409								
Zotu6447			1					
Zotu10145								
Zotu9142								
Zotu16992								
Zotu17815								
Zotu15301								
Zotu18105								
Zotu3743			1					
Zotu11223								
Zotu20714								
Zotu5034		1						
Zotu9529								
Zotu2176	2				1			1
Zotu4521			1					
Zotu4353								
Zotu14339								1
Zotu9378								
Zotu9975								
Zotu10628								
Zotu11076								
Zotu10251								
Zotu11200								
Zotu20057								
Zotu3947								
Zotu9595								
Zotu2406				1				
Zotu7406								
Zotu8897								
Zotu15030								
Zotu9037	1			2	1	1	1	
Zotu9726		1	2	1		2	1	
Zotu13078		2		2				
Zotu3271	1							
Zotu9558								
Zotu18367								
Zotu17375								
Zotu20745								
Zotu18525								
Zotu18992								
Zotu17853								
Zotu11412								
Zotu1448								
Zotu614								
Zotu1918								
Zotu14808								
Zotu10846								
Zotu4736								
Zotu5651								
Zotu3179								
Zotu7029								
Zotu14134								
Zotu13809								
Zotu16083								
Zotu8069								
Zotu16855								
Zotu10974								
Zotu12115								
Zotu4428								
Zotu7742								
Zotu3664								
Zotu5497			1	1		1		
Zotu16772								
Zotu10801								
Zotu1625								
Zotu3213								
Zotu19256								
Zotu259								
Zotu626								
Zotu15364								
Zotu8945								
Zotu20025								
Zotu20393								
Zotu18991			1					
Zotu19713								
Zotu20598								
Zotu12089								
Zotu12779								
Zotu9025								
Zotu18268								
Zotu7103								
Zotu7499								
Zotu7315								
Zotu7598								
Zotu1601								
Zotu6158								
Zotu176		2				2		
Zotu598								
Zotu6100								
Zotu19930								
Zotu20462								
Zotu575					4			
Zotu6574								
Zotu6478								
Zotu5630								
Zotu18434								
Zotu19417								
Zotu8780								
Zotu7739								
Zotu9131								
Zotu7671								
Zotu10287								
Zotu2005								
Zotu1998	1					2		
Zotu4043		1						
Zotu2056								
Zotu687						1		
Zotu1741								
Zotu6809								
Zotu17257		1						
Zotu4							1	
Zotu15822								
Zotu15242								
Zotu3		1	2		1		1	
Zotu6663								
Zotu9796								1
Zotu11462								
Zotu6461								1
Zotu5024				1				
Zotu20675							1	
Zotu8793						1		
Zotu8163				2	1			
Zotu5314								
Zotu11093								
Zotu11210								
Zotu2855								
Zotu7251								
Zotu6						1		
Zotu13787								
Zotu623		1						
Zotu16								
Zotu19354								
Zotu39								
Zotu2602								
Zotu4056								
Zotu6552								
Zotu15711								
Zotu10493								
Zotu18575								
Zotu14778								
Zotu9566								
Zotu2025								
Zotu4344								
Zotu18671								
Zotu1085								
Zotu16022		3						
Zotu8242								
Zotu57		3	1	4	1	3	1	1
Zotu45		1	1		1	4	2	2
Zotu219						3		
Zotu7786				1	1			
Zotu9902				4				
Zotu17816								
Zotu19301								
Zotu17481	6			1				
Zotu18175								
Zotu13077								
Zotu15829								
Zotu20822								
Zotu4737					1			
Zotu6466						1		
Zotu14319								
Zotu15557								
Zotu17756								
Zotu811								
Zotu1389								
Zotu2613								
Zotu2105								
Zotu3397								
Zotu6599								
Zotu4314								1
Zotu12019								
Zotu14290								
Zotu19083								
Zotu1265								
Zotu223			3					
Zotu573			2					
Zotu210	3	3	3					
Zotu1027		1						
Zotu4538			1					
Zotu7997								
