ID	bs_ck_1	bs_ck_2	bs_ck_3	bs_ck_4	bs_ck_5	bs_ck_6	bs_ck_7	bs_ck_8
Zotu3421		1	2	3			4	3
Zotu4457			1		2			2
Zotu4792		1						4
Zotu7296								
Zotu9478								
Zotu179			2					
Zotu297			1					
Zotu424								
Zotu1011	1						1	
Zotu2378								
Zotu5975			1	1	2			
Zotu11408			2			1		
Zotu17503								
Zotu19527				1				
Zotu1250	3	2	4	1	3	3		1
Zotu675	6	5	24	8	8	23	1	12
Zotu3210	2	2	2	1	4	4		4
Zotu7988	4				1			1
Zotu11292		2						
Zotu540	12	13	24	26	22	12	17	16
Zotu790	11	2	8	15	12	5	11	7
Zotu2755	5	2	1	2		4	2	1
Zotu4216	1	3	13	1	4	3	7	1
Zotu400	9	12	19	9	12	21	11	22
Zotu24	100	180	181	141	141	191	66	117
Zotu1892		2						
Zotu18820								
Zotu7145	1							
Zotu19813								
Zotu10688		3						
Zotu2693		1			1	1		
Zotu3824								
Zotu4718								
Zotu17677								
Zotu8654								
Zotu16245								
Zotu12366	1		2	1	2	3	4	
Zotu2653	1	1	4		4	5	1	2
Zotu3778	2	1	1	1	2	1		
Zotu3348	1				1	1		
Zotu2535	2	2	4		4	4	2	1
Zotu3811		1	2	1	1	1		2
Zotu15688		1						
Zotu14444								
Zotu2566			4	1		1	1	2
Zotu1132	1	3	3	1	5	4	1	2
Zotu7979	1	5	6	5	3	4	6	4
Zotu3646			2	1		2		
Zotu16135				1	1			
Zotu7542								
Zotu19093								
Zotu17313								
Zotu5446								
Zotu13313								
Zotu15919								
Zotu8048								
Zotu12983								
Zotu6260								
Zotu13586								
Zotu19435								
Zotu15205								
Zotu5786	3						1	
Zotu5159								1
Zotu7243								
Zotu9283						1		
Zotu6069		1	1	3	2	4	1	1
Zotu13466	1	2	3				2	
Zotu16465								
Zotu11158		1	4		1	1	2	
Zotu568								
Zotu9054								
Zotu15611								
Zotu15377								
Zotu17295								
Zotu648						1		
Zotu18468								
Zotu3710						1		
Zotu8925								
Zotu12676								
Zotu12877	1							
Zotu1240		2	5	4		1	1	
Zotu6618								
Zotu14537								
Zotu19476			1	1	1			1
Zotu5232	1			1	1		3	
Zotu7497	4	1	6	2	3	3		
Zotu13476	1							
Zotu3433	3	3	1		2	1	1	1
Zotu3721		3		1	2	6	1	1
Zotu8140	2	1	4	5	3	5	2	3
Zotu20787	1		1	2	2	1	2	1
Zotu1597	9	7	5	6	6	9	4	9
Zotu1787	4	1	14	6	11	7	6	7
Zotu19090	2	1	3	1	2	1		
Zotu17418		1					2	
Zotu8491								2
Zotu15911		1						
Zotu4323	1	1	4	2	2	3	2	4
Zotu13818								
Zotu16328								
Zotu2168	4		10	12	1	3	8	2
Zotu13694							3	2
Zotu16043				1				1
Zotu10356				2			2	
Zotu20249					2			
Zotu6935	3							
Zotu8428			1	1	3	1	2	
Zotu1873	5	6	5	9	9	7	5	8
Zotu1079	7	4	4	6	14	11	7	9
Zotu1379	2	3	8	1	4	4	9	7
Zotu8281	1						1	
Zotu4377	2	3	1			2	4	1
Zotu2407	6	1		3	4	1	5	1
Zotu2000	1		2	1	1		3	1
Zotu1711			1					
Zotu11272							1	1
Zotu1126			2					
Zotu2291	3	2	2	2	2	4	8	6
Zotu19779								
Zotu4739		1	1				2	
Zotu15057								
Zotu5701		79		1	2			
Zotu119		11	1	1				
Zotu16690								
Zotu240					1			
Zotu433								
Zotu625		1	2	1	2			3
Zotu7133	2		1	1				1
Zotu18728								
Zotu3499								
Zotu19640								
Zotu8947								
Zotu6119	13	5	22	3	17	7	14	9
Zotu18638	8	2	7	8	11	8	4	8
Zotu17775	6	5	6	6	6	8	10	1
Zotu18001	6	2	4	3	9	3	5	4
Zotu2610						3		
Zotu1186	11	3	21	8	15	11	2	14
Zotu334	7	7	12		23	9	5	15
Zotu268	6	9	12	8	13	10	13	4
Zotu1496	2	2	5	1	1	1	1	4
Zotu128	37	19	47	41	71	55	33	60
Zotu821	4	5	16	11	17	19	14	16
Zotu338	8	10	19	11	6	11	11	11
Zotu224	11	6	22	14	12	15	5	10
Zotu1012	1				1	1		
Zotu11312								
Zotu2895	1		1		1		1	
Zotu244	9	16	9	7	13	11	9	15
Zotu1298	1	4	8	5	10	7	3	4
Zotu467	8	13	24	9	14	23	6	12
Zotu951	2	5	4	8	6	8	7	3
Zotu1346				3	3	2	1	1
Zotu16921		3		1	4	4		
Zotu19099								
Zotu12594								
Zotu645	9	6	24	13	23	25	4	14
Zotu7755		1	1	1	1	2		
Zotu2598		2	2		1			
Zotu4514	1	1				1		
Zotu10262				1				
Zotu12964								
Zotu17521	4	2	1	2	1		1	
Zotu14013								
Zotu13778					3			
Zotu20151	2			4	2	4		5
Zotu13	352	246	584	334	572	504	258	433
Zotu972	10	16	22	13	23	26	15	12
Zotu108	58	41	88	40	72	61	33	81
Zotu60	122	76	158	116	179	164	78	115
Zotu866	2	13	30	8	7	11	6	11
Zotu130	35	21	60	46	73	47	32	50
Zotu551	5	8	13	11	17	16	15	10
Zotu1007	5	6	19	9	28	10	3	8
Zotu174	51	28	60	31	40	31	30	34
Zotu326	23	16	43	31	18	21	15	23
Zotu231	17	29	29	11	38	50	19	23
Zotu261	33	17	50	51	30	54	27	58
Zotu850	5	6	13	2	25	12	6	17
Zotu361	10	19	27	23	33	35	14	35
Zotu15512								
Zotu2396	2	1	2			2		
Zotu1718	1	4	5	5	3	2	1	
Zotu3640								
Zotu962	14	13	33	13	29	22	15	23
Zotu1395	3	1	4	9	18	14	5	11
Zotu11972		3	4			1	1	1
Zotu871	9	9	10	9	20	20	15	10
Zotu3753	3	2	4	2	7	4		3
Zotu84	84	79	136	76	150	83	78	121
Zotu1054	21	14	9	11	18	9	19	14
Zotu4929	7	1	1	2	2		4	2
Zotu3468	19	12	33	9	24	22	8	22
Zotu91	77	81	88	62	104	115	72	88
Zotu4411	3	3	1	1		2	4	6
Zotu6593	3		1		3	3	1	2
Zotu107	88	51	125	121	139	105	80	100
Zotu2390	4	1	7	3	7	8	5	6
Zotu2973	2	3	3	4	1	8	5	
Zotu7661	9	4	4	6	14	7	3	13
Zotu17889	2	2	3	2		6		
Zotu55	31	61	62	64	54	38	28	49
Zotu4060				4				
Zotu4293								
Zotu1100		1			1	1	3	
Zotu10771								
Zotu9961								
Zotu2085								
Zotu8601								
Zotu8071						1		
Zotu2345	1	1	1	1				1
Zotu1065		13	3	8	2	3	1	
Zotu2662			4					7
Zotu6110		3						
Zotu202								
Zotu5095						1		
Zotu11573								
Zotu4334								
Zotu16413								
Zotu14602								
Zotu7138					2			
Zotu13005								
Zotu8558								
Zotu14164								
Zotu16057								
Zotu16677								
Zotu8576								
Zotu18297				1				
Zotu15639								1
Zotu6566						2	1	1
Zotu8894					1		1	
Zotu16944								
Zotu3942	4	1	1			1	1	4
Zotu20631								
Zotu1105	13	10	14	11	7	14	11	12
Zotu11103			1		1		3	
Zotu15211								1
Zotu18977				2		1	1	2
Zotu19173								
Zotu10826								
Zotu11548		4						
Zotu14037								
Zotu20019								
Zotu14208	2							
Zotu14913								
Zotu19553								
Zotu7973								
Zotu16257								
Zotu14074						1		
Zotu10881				1				1
Zotu16449								
Zotu11269	1		1	3			3	
Zotu18897			1			1	4	
Zotu17199		2	2		3	1		
Zotu18667					1	1		1
Zotu19588								
Zotu7723	1	1						
Zotu13080						5		1
Zotu13775								
Zotu11161			2					
Zotu3972	2	4		1	1	9		12
Zotu20503								
Zotu3884		2	8	5	4	7	6	3
Zotu20576		1				1		
Zotu15608								
Zotu16072								
Zotu18580	2							
Zotu11595						2		
Zotu19223		3						
Zotu12553								
Zotu12008						3		
Zotu14504								1
Zotu11664								
Zotu15353								
Zotu20807								
Zotu16298					2			
Zotu13023							1	
Zotu17004								
Zotu14579								
Zotu20620								
Zotu6785		1	2	2		3	2	
Zotu11951					1		4	
Zotu3386	3	1	2	3	3	4	5	2
Zotu12165			2		2			
Zotu1343	14	30	4	14	4	3	7	5
Zotu181	12	15	13	20	20	24	9	13
Zotu574	14	14	8	5	20	22	15	22
Zotu3126			3	1	1	1		
Zotu4900								
Zotu2574	2		2	2	2	1	1	1
Zotu4113			1			1		
Zotu14001								
Zotu6724								
Zotu1682			1					
Zotu6236	3		2		3		1	
Zotu3821	2	2			2	1		3
Zotu7877	4						2	
Zotu9146		1	1	1			1	
Zotu2485	5	3	3	3	7	2	1	3
Zotu18077			1					
Zotu7722	1							
Zotu12760	1			1				2
Zotu10875	2	2		3				
Zotu6294	1	1	1		2			1
Zotu7669			1	1				
Zotu7648					2	1		
Zotu4823			1			3	2	
Zotu1439	9	1	12	7	7	27	7	6
Zotu2872	3	1	3		4	2	4	5
Zotu4190	1	1	7	2	5	3	4	4
Zotu16161								
Zotu1055	12	4	14	18	16	17	7	10
Zotu7115						2		
Zotu3784				1			1	
Zotu6351								
Zotu5291								
Zotu31	4		2		1	1		
Zotu3097		2			2			2
Zotu12214								
Zotu9380			1	2				
Zotu13867								
Zotu11500								
Zotu13208								
Zotu7918				2				
Zotu9617						1		
Zotu18458	1							
Zotu615								
Zotu17766							1	
Zotu13305								
Zotu12006								
Zotu19514								
Zotu18985				1				
Zotu15571								
Zotu18411						1		
Zotu2346								
Zotu8253								
Zotu9756								
Zotu13987			1					
Zotu14905								
Zotu11600								
Zotu17860			2	1				
Zotu15656				1				3
Zotu9292								
Zotu969								
Zotu3834								
Zotu2789								
Zotu4085								
Zotu5361					1			
Zotu6882								
Zotu16752								
Zotu16196				1			1	
Zotu15287	2				2			
Zotu15375								
Zotu16042								
Zotu14901								1
Zotu9040					1		2	
Zotu10138		1		2	1			
Zotu19643								
Zotu20801								
Zotu14691								
Zotu17038								
Zotu14196						1	1	
Zotu5109				1	3			3
Zotu15091					1			
Zotu9082						1		
Zotu10528			1					
Zotu10706								1
Zotu2791	1	1	1		3	3		
Zotu9418						1		1
Zotu1747	7	3	6	4	8	6	1	3
Zotu2722	7	4	3	6	7	2	9	1
Zotu2937	3	1	2	1	1	5	6	
Zotu12347			1	1			5	
Zotu5558	4		2	1		3		
Zotu7620							1	
Zotu11981				1			1	
Zotu11504						2	1	
Zotu5921						2		
Zotu16290								
Zotu16980								1
Zotu14018				1				
Zotu16268								
Zotu2119		1	2	2	2	2	2	3
Zotu4546								
Zotu10916								
Zotu20836								
Zotu11150								
Zotu6862						1		
Zotu9919								
Zotu13144								
Zotu17226								
Zotu18534								
Zotu12219								
Zotu11955								
Zotu16227				1	2			
Zotu18029	1		2		1			
Zotu18558	1							
Zotu14199								
Zotu15404	1							
Zotu7095	1		1	1		1	1	
Zotu19933								2
Zotu19598			2					
Zotu9560								
Zotu6299								
Zotu8204								
Zotu6276					1			1
Zotu14885				1				
Zotu19742								
Zotu7596	1		1	3		2	2	2
Zotu14931					1			
Zotu16634								
Zotu20788								
Zotu12359								
Zotu12166								
Zotu8711							1	1
Zotu20451								
Zotu10405								
Zotu20241		1						
Zotu6914								
Zotu17132								
Zotu987								
Zotu2784								
Zotu1374								
Zotu12798								
Zotu952								1
Zotu1464								
Zotu7082								
Zotu13336								
Zotu16454								
Zotu6520								
Zotu11908								
Zotu4047								
Zotu7696								
Zotu19046								
Zotu15416				1	5			
Zotu3317								
Zotu9825								
Zotu16028	1							
Zotu19335								
Zotu20119		1				2		
Zotu16675								
Zotu6589			2	2	2	1		
Zotu1568	2	3	7	3	4	1	6	5
Zotu1559	4	1	4	9	5	2	9	5
Zotu10400	1		1	1				
Zotu17666					1			
Zotu8478				1	2			
Zotu10267								1
Zotu2155		1	3		2		4	1
Zotu3238					1	1		1
Zotu12506	1				1	1		
Zotu1514	3	5	2	1	6		8	13
Zotu3833			1	2			2	
Zotu19281								1
Zotu471	15	8	15	25	14	13	42	21
Zotu1185	5	3	6	5	2	4	3	11
Zotu14305		1		1				
Zotu9083	2				1			
Zotu9291		1						
Zotu15686				1				
Zotu12876					1		2	
Zotu19623								
Zotu16927					1			
Zotu959	7	2		8		1	2	10
Zotu6127	1			4				1
Zotu5645							1	
Zotu6401		1						
Zotu8364		1			1		1	1
Zotu15340			1					
Zotu20594								2
Zotu16287								
Zotu8672								
Zotu9687								
Zotu8639								
Zotu6168								
Zotu1943	1							
Zotu8831								
Zotu19641								
Zotu17095								1
Zotu17599								
Zotu1738								
Zotu8303	2		1	5	1			
Zotu14195								
Zotu18141								
Zotu14348								
Zotu12901								
Zotu15090							1	
Zotu10292				4				
Zotu7269	1							
Zotu4497	1							
Zotu11874								
Zotu5137	1			1				
Zotu12173								
Zotu13517								
Zotu17195								
Zotu8040								
Zotu12691								
Zotu14868								
Zotu16275								
Zotu5130							1	1
Zotu9858								
Zotu10783	1					1		
Zotu9978		1						
Zotu2795	2	3	1	3	2	3	4	4
Zotu4447				2	1			
Zotu3791	2							2
Zotu11044								
Zotu2516		1	1	6	1		4	1
Zotu19965								
Zotu13840								
Zotu6694			1		1		1	
Zotu11333				1		2	2	
Zotu19847								
Zotu15946								
Zotu15681								
Zotu13022								
Zotu5632								
Zotu13543								
Zotu11723								
Zotu13309								
Zotu3994								
Zotu18258								
Zotu8024								
Zotu2523								
Zotu3327								
Zotu15694								
Zotu2514	5	2	5	3	2	3	12	3
Zotu4892			2	3		1		2
Zotu18658								1
Zotu20531								
Zotu15965								
Zotu1259	3		3			3	2	4
Zotu17652								
Zotu12646								
Zotu1784			1			1		2
Zotu3838	3			1		3		
Zotu18133								
Zotu11448			1				1	1
Zotu15992								
Zotu1927								
Zotu5133		1			1	7	2	1
Zotu10140								
Zotu15726								
Zotu1894	3	6	2	6	2	8	3	3
Zotu5357	2		5	5		2		1
Zotu9941				1				
Zotu12640								
Zotu16325								
Zotu4671								
Zotu5784		1						
Zotu2399	2	4	5	2	5	14		30
Zotu1497	2	1	2			2		
Zotu14524						1		
Zotu523	11	7	8	5	11	18	15	12
Zotu948	5	3	3	3	1	2	5	7
Zotu1109	1	1	1	1		4		2
Zotu3202								
Zotu4530								
Zotu2409			1	1		1		
Zotu5439								
Zotu757	8	1		4		3	3	1
Zotu83	53	5	78	30	28	61	45	74
Zotu1801			1				2	1
Zotu3125			4			1	1	
Zotu11523			1					
Zotu13538	1							
Zotu12298	1	1	2					2
Zotu7600					1		2	
Zotu8539		1	1					
Zotu2089	1		12	1	1	12	3	4
Zotu10711								
Zotu12686			1		1			
Zotu15988			1		1			
Zotu10950			1			2		
Zotu7805	1		1		2	1	1	3
Zotu18695								
Zotu11055								
Zotu7955								1
Zotu14495		1		1	2		3	
Zotu2266	2	3	1		2	4	2	4
Zotu1301	9	2	17	4	10	11	3	2
Zotu12967				1				
Zotu1627	4	3	8	2	8	6	10	1
Zotu609	22	16	28	13	17	24	20	11
Zotu705	18	10	17	8	18	21	13	21
Zotu472	23	11	33	7	23	29	36	52
Zotu556	33	14	39	10	12	29	21	30
Zotu6936			1				1	1
Zotu10165	2						1	2
Zotu16446								
Zotu13059								
Zotu19955								
Zotu16851								
Zotu11402	3	1	3				1	
Zotu7501			1	2				2
Zotu10606					1	2		
Zotu18158								
Zotu14994							1	
Zotu7909	1	1	2			1	2	
Zotu18048								
Zotu10109								
Zotu18855								
Zotu18984								
Zotu9883		1			1			
Zotu18125								
Zotu9713				1		1		
Zotu12734								
Zotu16646								
Zotu17157								
Zotu5707							1	
Zotu6300	1			2		2		
Zotu2327	2	1		2	2	2		
Zotu4306				2	5	1		
Zotu18358							1	
Zotu11880								
Zotu9475								
Zotu5371								
Zotu4793	2	3	3	1	2		2	3
Zotu10932								
Zotu2020	7	3	1	1	4	5	12	10
Zotu5030	1	3	2	2		2		
Zotu12294								
Zotu6011		2		2	2			
Zotu7421	1		3			1	2	1
Zotu13556					1		1	1
Zotu13793	6		1				1	
Zotu5763								
Zotu13104	1	6						
Zotu6706	1	1	1					
Zotu13320								
Zotu5115	2		3	2	4	1	1	5
Zotu7978	2		1	2		1	1	2
Zotu11956		2		1	1			1
Zotu6864			1	1	2			
Zotu11656	1		1					
Zotu7467	1	2	1	4			1	2
Zotu8593		1	1	5			1	
Zotu19145								
Zotu8373				1				3
Zotu19167			1				1	
Zotu6533			3	4			2	
Zotu12107	2			1		1	1	2
Zotu12010		1						
Zotu15662								
Zotu12068								
Zotu13843								
Zotu18723								
Zotu8096								
Zotu10239		1	1					
Zotu15642								
Zotu14735								
Zotu15730		1					2	
Zotu18570								
Zotu3944	2	1		4		1		
Zotu3020	2	2	1			1	1	1
Zotu3299	1		4	3	2	3		4
Zotu16327		1	1		2		1	1
Zotu8508								
Zotu1022	8	11	2	5	3	10	6	4
Zotu2707			1	1	1		1	5
Zotu12528								
Zotu3809								
Zotu4465								
Zotu7177								
Zotu11092						5		
Zotu11745								
Zotu5640		2						
Zotu1402	3	4	8	6	4	7	3	3
Zotu15587								
Zotu5090			1		2			
Zotu6723				1				
Zotu10409			3			1		
Zotu8887			1					2
Zotu10037								
Zotu5323	5			1	3	2		1
Zotu14605	1		2				2	1
Zotu8510								1
Zotu14750	1	1	1	1			1	
Zotu20111								
Zotu15115		1	1		2	1		
Zotu19559							1	
Zotu20210								
Zotu2322		3						
Zotu14110								1
Zotu10982								1
Zotu11833								
Zotu16802								
Zotu13132								
Zotu5389			1	1			1	
Zotu3066								
Zotu5957								
Zotu5547								
Zotu8208			1					2
Zotu12953								
Zotu9212	1	1			2	1	4	3
Zotu409	1			6			1	
Zotu5627	2			2	2	1	1	2
Zotu17509								
Zotu5224					2			1
Zotu16338								1
Zotu11287								
Zotu16685				1				
Zotu18876								
Zotu13355			1		1		1	3
Zotu13738			1					1
Zotu16742	1		2					2
Zotu16741					1			
Zotu17417							1	
Zotu7086		1	1					
Zotu13085				2				
Zotu3448	1	3		1	4	1	2	
Zotu4634	4		2	1			1	3
Zotu16989								
Zotu19336			1					
Zotu1814	4	1	6	3	8		2	7
Zotu12407								
Zotu1759	2	3	6	16	3	3	2	3
Zotu6023	4	1	5	4			1	1
Zotu7924			1	1				
Zotu2505	3	3	4	1	2	2	3	1
Zotu11435			1		1		1	1
Zotu11973			2				1	
Zotu16908			1			1		1
Zotu7990	2	1						1
Zotu12409			3	1			2	1
Zotu4676	2		1	1				
Zotu17818								
Zotu2488	5		9	3	5	2	5	5
Zotu4200	1	3		2		1		3
Zotu8986	1				1		1	
Zotu1372	4	2	6	10	10	6	15	4
Zotu7527			4	2				
Zotu12047				1			1	
Zotu8291		1		1				
Zotu820	8	2	8	18	7	4	13	5
Zotu13284	1							
Zotu16521		1						
Zotu13003			2				1	
Zotu14890				1				3
Zotu14930							1	
Zotu13560		1						
Zotu13950							1	
Zotu7407	1		2					1
Zotu4811	2		1					
Zotu8939								
Zotu6845				2				
Zotu10969								
Zotu8452							2	
Zotu3889	4	1			2		1	2
Zotu11109								
Zotu14008						1		
Zotu6528	1							2
Zotu17764								
Zotu12232			2					
Zotu10000	1		1		1	1		
Zotu1479	1	1	2	6	3	6	2	3
Zotu5603				1				
Zotu2094	5		1	6	6	3	6	3
Zotu10902					2			1
Zotu18195								
Zotu16466						1		
Zotu7500		2		1	1	1		
Zotu11461				1		1		
Zotu8745								
Zotu18602								
Zotu14087		1		2				
Zotu19097								
Zotu7410	1			4	4			3
Zotu8933								
Zotu17520					1		1	
Zotu9113	2							
Zotu18795								
Zotu2955	3	2	2	2	2		2	6
Zotu11458	1							
Zotu11509								
Zotu18016								
Zotu10003								
Zotu19845						1		
Zotu19400								
Zotu6728	2			1				2
Zotu1708								
Zotu4076		1		3			2	2
Zotu9556								
Zotu10066		1			1	3		
Zotu5631				2		1	1	2
Zotu9989								
Zotu11167						1		1
Zotu11427			1				2	
Zotu6124		1		1				2
Zotu16647		1						
Zotu4809				1				
Zotu3675	2	2	3	8	1	2	1	4
Zotu8062			2			1	1	
Zotu14591			3				3	
Zotu7821	5		1		3	1		5
Zotu1398			4		1		1	
Zotu10258				1		1		
Zotu9349		1					1	
Zotu19671								
Zotu18623								
Zotu800	10	4	27	19	14	9	12	11
Zotu3530	3	2	4	1	1	1		3
Zotu9465	1	1	2	3		1		
Zotu10975	1	1			1			
Zotu7260				3				
Zotu12336			1		1		2	1
Zotu12833				1				
Zotu11080	1			1				
Zotu17142								
Zotu7048							2	
Zotu17155								
Zotu14842								
Zotu20380	1							
Zotu16668				1				
Zotu2763	1		2	5	2			
Zotu6637	1				2		1	
Zotu15891								
Zotu5015		1		1				
Zotu10271					1			
Zotu2779	2	4	3	6	3	1	5	6
Zotu6136		1		1	1			
Zotu10907			1					
Zotu5726						3		5
Zotu16193	1						1	
Zotu13050								
Zotu15461								
Zotu14753								
Zotu18729								
Zotu9185								
Zotu13701			1	2			1	
Zotu19839								
Zotu6982		1	1					
Zotu5652								
Zotu13841								
Zotu9429				1			1	1
Zotu1179	3	2	3	4	3	7	1	2
Zotu3513	1			2		3	1	
Zotu9569	1		1					
Zotu11552			1		1			
Zotu5803	1						1	
Zotu17635								
Zotu18036				4				
Zotu9417								
Zotu19350								
Zotu10789	2							
Zotu17482								
Zotu13332								
Zotu12653								4
Zotu2131	4	1	7	4	11	8	8	5
Zotu6297	3			4	4	1		1
Zotu7446	1			3				1
Zotu9856	2			2				
Zotu16618			4			2		
Zotu11327			1					
Zotu13088							2	
Zotu15884						1		1
Zotu14487							1	1
Zotu18593								
Zotu16876	1							
Zotu17086								2
Zotu19800								
Zotu17645		1		2	2			
Zotu2873	5	1	1	15	2	4	8	8
Zotu11712								
Zotu17555			1					1
Zotu14294	1		1					
Zotu13016			2					1
Zotu10034			1	1	1			2
Zotu19944								
Zotu3760	1	1	4	1	2		1	1
Zotu5931								
Zotu14915								
Zotu6699				1	2			1
Zotu3862	1	1		3	1		4	1
Zotu13836	2							
Zotu4822	1	1	3	4	5	2		1
Zotu7459				1	1		1	
Zotu19570					1			
Zotu11053								
Zotu2641	2		2	4		2	2	1
Zotu3926	3			5		2	2	
Zotu7750		1			1	1		2
Zotu7148	1							1
Zotu17829								1
Zotu2928	3	2	2	2			5	5
Zotu3190								
Zotu19594								
Zotu12718								
Zotu19853					1			2
Zotu20746	1		1					
Zotu15515								
Zotu19337								
Zotu12105								
Zotu12497							1	
Zotu7883			1					2
Zotu12329				1				
Zotu10125					2			1
Zotu16208								
Zotu13936	4							
Zotu15426	2							
Zotu5146						2		3
Zotu7638	2			1	1			
Zotu7157	1	1		3			1	1
Zotu18714								1
Zotu19664								
Zotu2645		2	2	8		4	6	
Zotu11142			3				1	1
Zotu17372	1		1					
Zotu17315								
Zotu6064	1		1	1	1	1		
Zotu11791	1		1					
Zotu5653	2	1		5	1	2	3	2
Zotu6471	3		1	1	3		2	1
Zotu14764								
Zotu8432				1		1		
Zotu14538	2							
Zotu12751								
Zotu2186								
Zotu6174								
Zotu7469						1		
Zotu9850								1
Zotu17788								
Zotu7917								
Zotu14129								
Zotu15580					1			1
Zotu6565						2	6	
Zotu14411								
Zotu7811								
Zotu13800					1			
Zotu12356			1					
Zotu4775				1				
Zotu12794		1		1	1			
Zotu6090								
Zotu5280								
Zotu19395								
Zotu17081								
Zotu6710	2			1		1	1	
Zotu14298							4	
Zotu17012							1	
Zotu3610	2	3	1	1	2	2	6	2
Zotu5507	10		1	3	1	2	1	4
Zotu10501			1	1			1	
Zotu12817				2	1			
Zotu8803								2
Zotu11127	1				1			
Zotu3379	3	1	1	3	3	1	6	1
Zotu5423	1			3		2		4
Zotu17027								
Zotu16707							1	1
Zotu4980	1		2	4		1	3	1
Zotu9299				2		1		
Zotu10660					1			
Zotu6616								
Zotu11513				1	1		1	2
Zotu15443								
Zotu19745								
Zotu16582			1		1			1
Zotu4495					2	1	2	
Zotu16584								
Zotu10775								
Zotu20701	1							
Zotu2023								
Zotu11789								
Zotu6246								
Zotu312								
Zotu20191								
Zotu6963								
Zotu17562								
Zotu17512								
Zotu19730								
Zotu12297		1						
Zotu14482		1						
Zotu7911		3	2	1	1	1		1
Zotu16253						2		
Zotu16515	1	1		3				
Zotu16170			2	2		3	3	
Zotu11733	1		3		3			
Zotu17278		1						
Zotu19936	1							
Zotu18351		2						
Zotu5922	2	3		1				
Zotu13691	2				4	2	1	
Zotu6611								
Zotu1308								
Zotu9633								1
Zotu18540					2			2
Zotu13498						1		
Zotu2681					1		2	
Zotu18405				1				
Zotu3872								
Zotu16380								
Zotu14979								
Zotu13467	1							
Zotu7491	3		1	1	1		3	2
Zotu9515		1	1				6	
Zotu10559		2	1		1			1
Zotu19246			1					
Zotu16609								
Zotu19820								
Zotu19984		1						
Zotu3796	1	3	5	3	6	1	2	2
Zotu4279	1		2	2		3	1	
Zotu9211	2	2	3	1				2
Zotu12897			1	1				
Zotu5358	1		4	2	4	2	1	2
Zotu9439		2				1		
Zotu14809								
Zotu14938								
Zotu9059								
Zotu14919								
Zotu18660								1
Zotu19013								
Zotu19415			2					1
Zotu12429	2		1					
Zotu3435		1	1	1				
Zotu3700	1					1	1	2
Zotu5662			3	5		3	1	2
Zotu14618				1				
Zotu12735	2			1	1		1	
Zotu19580				1				
Zotu14161			1					
Zotu6937								3
Zotu14503	1							
Zotu11989								
Zotu19065								
Zotu17075			2	1				
Zotu2868	4	6	3	7	3	5	4	4
Zotu11007	2			3		1	2	1
Zotu5877								
Zotu7881		1				1		
Zotu19219	1							
Zotu11156		1		1		1		
Zotu13528				1	2			
Zotu17239								1
Zotu11749	1	1		3	1			2
Zotu17182					1		1	
Zotu10869	1	2	1		1	1	1	
Zotu13902			1		1			3
Zotu17488			1					
Zotu6078	1					1		
Zotu12269								
Zotu17876								
Zotu13021								
Zotu15322				1			1	
Zotu5375		1		2		4	7	2
Zotu12507	1	1			1		2	
Zotu18576	1							
Zotu17611								
Zotu8326								
Zotu7118								
Zotu16181								3
Zotu6442		2		3	1	2	1	
Zotu11930			1					
Zotu13829								
Zotu4638								
Zotu6631				1			3	
Zotu3480								
Zotu15300		1			1		1	
Zotu12167					1		2	
Zotu9344			3					
Zotu18398								2
Zotu10156	1			2	1	1		1
Zotu12334		2	1	4				
Zotu17293		2			2			
Zotu241	21	15	2	50	10	4	19	10
Zotu114	9	21	1	23	3	6	8	8
Zotu32	118	211	42	110	18	29	130	74
Zotu165	3	30	8	4	2	2	13	
Zotu51	30	40	16	36	25	8	52	18
Zotu122	24	18	11	37	12	7	41	23
Zotu942	4	3	2	2		1	4	3
Zotu485	39	19	14	13	10	7	21	15
Zotu7450	1	2	1		1	2	1	2
Zotu20695			1					3
Zotu17325					1		1	
Zotu3967	8	3	1	10	4	4		8
Zotu11777	1			1			3	1
Zotu15725							1	
Zotu2808	4	7		5	5	8	4	3
Zotu4869	9	8	1	2	1	4	2	1
Zotu3568	6	2	2	7	1	2	1	3
Zotu6245	1	3	1	1				
Zotu5717	3		2	2	2	1	1	1
Zotu10052				1				2
Zotu14151	2		2	2				
Zotu12322				5	1			1
Zotu16079		1		2				
Zotu6999	3					3		
Zotu17795					1			
Zotu14223	4	3	2		1		1	2
Zotu10655		1	2			1	2	
Zotu943	8	8	25	6	16	6	10	21
Zotu19988			1		1	1		
Zotu1118	10	1	1	7	2	4	5	4
Zotu1215	6	3	3	3	1		4	3
Zotu995	18	17	4	8	6	13	1	13
Zotu878	12	44	10	24	13	6	5	6
Zotu4075								
Zotu16471	1	8		1	3		4	1
Zotu13786	2	35	2	6	1	1	5	1
Zotu16015	8	16	1	3	2	2	3	1
Zotu17349		1		1			1	
Zotu2170	1	3	3	1			4	
Zotu2650		2	1					1
Zotu13518								
Zotu27	139	100	47	138	31	65	175	99
Zotu4720			2		2		10	1
Zotu2302	17	14	6	6	2		10	2
Zotu11705		1						
Zotu34	31	241	14	32	5	14	12	16
Zotu110	5	10	12	12	4	5	12	5
Zotu37	116	114	40	180	48	34	96	57
