ID	rs_f_1	rs_f_2	rs_f_3	rs_f_4	rs_f_5	rs_f_6	rs_f_7	rs_f_8
Zotu14029		2						
Zotu12305								
Zotu5427				1				
Zotu7791								
Zotu7494								
Zotu18566				2				
Zotu17505								
Zotu30		3						
Zotu20743						1		
Zotu16639								
Zotu11851							2	
Zotu11975								
Zotu19756								
Zotu225		6	2	4	5	6		6
Zotu15589								
Zotu9304					1			
Zotu14962								
Zotu15325							1	
Zotu10698					3			1
Zotu9104					1			
Zotu11685					1			
Zotu15708					1			
Zotu17121		1						1
Zotu18406								
Zotu17629								
Zotu7792								
Zotu17993								
Zotu1967								
Zotu6987								
Zotu8338								
Zotu3300		1						
Zotu17453								
Zotu16014		1				1		
Zotu16197	1							2
Zotu14102					2			
Zotu7003					1	1		2
Zotu18456								
Zotu19053								
Zotu1803								
Zotu17395								
Zotu9056				1				
Zotu20824								
Zotu15563								
Zotu20224								
Zotu20378								
Zotu3013								2
Zotu5243					1			
Zotu10130								
Zotu739		1	1	2		1		1
Zotu5022					1			
Zotu17		5	2	3		2		4
Zotu10610								
Zotu1228		1	1					1
Zotu4361								
Zotu15320								
Zotu4573								
Zotu5377	1							
Zotu8872								
Zotu16715								
Zotu17391								
Zotu4644								
Zotu9866								
Zotu570								
Zotu1272								
Zotu2226								
Zotu499								
Zotu148		1						
Zotu5914								
Zotu11774								
Zotu4218								
Zotu17875								
Zotu18143								
Zotu5792					1			2
Zotu8151								
Zotu16474								
Zotu17634						1		
Zotu7523				2			1	
Zotu16500		1						
Zotu18178								
Zotu18619								
Zotu3050								
Zotu14908	1	2						
Zotu15987								
Zotu12853								
Zotu5789								
Zotu4632	15	3	2	17	5	22	1	14
Zotu18918	4	3	3	3		4	1	
Zotu8057								
Zotu19416	3							
Zotu13994				1				
Zotu16739			2		3			
Zotu17786								
Zotu20056								
Zotu20412		1						
Zotu16187	1							
Zotu15216			3					
Zotu14109	1	4				3		
Zotu16589								
Zotu8615	1							
Zotu8674								
Zotu16563								
Zotu6780	1							
Zotu15797					1			1
Zotu18253								
Zotu12857					1			
Zotu18166								
Zotu4045	5		3			6	4	2
Zotu6789	1		1	2	1	5	1	
Zotu6398	1		3	1				
Zotu20682								
Zotu13154								
Zotu20814								
Zotu7916						1		
Zotu14391					1			
Zotu10792		1	1			1		
Zotu16692								
Zotu14387								1
Zotu18005						1		
Zotu19380								
Zotu10480								1
Zotu7070	2							
Zotu4815								
Zotu7085								
Zotu6416								
Zotu6234			1					2
Zotu11048								
Zotu17601								
Zotu4744				1	1			
Zotu14257		1						
Zotu13512								
Zotu7445		1						
Zotu16813								
Zotu13092			1			1		
Zotu9657			1					
Zotu16594								
Zotu16404							1	
Zotu17327						2		
Zotu13903						2		
Zotu17923					2	1		
Zotu20084						1		
Zotu19964		1			1		1	
Zotu20407							3	
Zotu13513	1							
Zotu4913				1	1			
Zotu710	4	8	1	6	3	1		
Zotu5809			1		1			
Zotu16756								
Zotu17332						1		
Zotu18025		1						
Zotu18152								
Zotu20323							1	
Zotu3672								
Zotu5883								
Zotu17664								
Zotu18229								
Zotu6588								
Zotu7438								
Zotu15794								
Zotu19892								
Zotu15396								
Zotu16387								
Zotu17161								
Zotu19773								
Zotu20394								
Zotu19408								
Zotu20199								
Zotu20024								
Zotu20756								
Zotu9872		1						
Zotu10784	2	1						
Zotu12386								
Zotu14303			1					
Zotu4942			2	1	1			1
Zotu10750	1	2						
Zotu18217				3				
Zotu579	3	1	5					
Zotu8889								
Zotu3372			1					
Zotu12629								
Zotu14368								
Zotu1706		10	1	3	3	1	4	5
Zotu2553	1	1	1		1	2		1
Zotu12784								
Zotu14513								
Zotu18956							1	
Zotu5047				1	2	2	1	
Zotu14149						2		
Zotu7090			1					
Zotu412		4	2	3	12	2	2	3
Zotu19783								
Zotu20205								
Zotu17630		1		2				
Zotu9276			2					1
Zotu5924	9	3			1		1	10
Zotu16341								
Zotu8114	2	1	1	1	1			
Zotu3642				1				
Zotu9117								
Zotu12770								
Zotu16867	1							
Zotu17513		1						
Zotu10550		1		1				
Zotu11433								1
Zotu5951	3		2	1	2		3	
Zotu13618		1						
Zotu8014	2	3			5			1
Zotu20543								
Zotu5859		1		2	2	1		
Zotu16721								
Zotu20684								
Zotu15601								
Zotu15973								
Zotu6762								1
Zotu14403				1				
Zotu9116						1	2	3
Zotu12851	1							
Zotu13734								
Zotu10336	1	2						
Zotu20094								
Zotu1280			1					
Zotu8807				1	2			
Zotu7677								
Zotu8882				1				
Zotu3035								
Zotu5607								
Zotu3739		4						
Zotu20729								
Zotu13807								
Zotu18485								
Zotu8137		2	1		1	2	2	
Zotu16264								
Zotu15980						1		
Zotu17224	1							
Zotu3519	1	5	1		3		5	
Zotu5061								
Zotu10740								
Zotu14498								
Zotu16229								
Zotu11816							1	
Zotu20011								
Zotu13427								
Zotu16145								
Zotu15014								
Zotu7270		1		1			1	
Zotu17997								
Zotu15446		1						
Zotu17511								
Zotu17288								
Zotu15894		2	1		3			
Zotu12878				1				
Zotu18340	2							
Zotu18657							1	
Zotu8475								
Zotu7565								
Zotu17260								
Zotu12807								
Zotu14635								
Zotu15017		1						
Zotu11132				1	1		1	
Zotu10151								
Zotu20574								
Zotu19429		1			3		1	
Zotu16205								
Zotu14648								
Zotu6682							1	
Zotu15542								
Zotu6479				1	1			
Zotu5641			1	1	2	2	3	
Zotu10852	1	1						
Zotu18969						1	7	
Zotu7888	2	1					22	
Zotu3197	2	6			5		1	1
Zotu11707		1	1		2	3	2	
Zotu490	27	20	20	20	34	17	43	6
Zotu11900	2		1	1	2		11	
Zotu3407	1		3		2			
Zotu12476								
Zotu15054								
Zotu16366								
Zotu7926			1					
Zotu10595		2		1	1			
Zotu10787		2				2		
Zotu7102		3	1					
Zotu10385		1					5	1
Zotu18414		1				1	1	
Zotu8383								
Zotu11257		2						
Zotu7021		1	2			1		
Zotu12248								
Zotu9507						2	2	
Zotu13938		1						
Zotu6213	2	3		1				2
Zotu5903					1		1	
Zotu16047			1			1		
Zotu7114								
Zotu10992								
Zotu4335		4	1		2		1	
Zotu13049								
Zotu18622								
Zotu19829								
Zotu5503								
Zotu15476								
Zotu18682	1			7				
Zotu13347		2					3	
Zotu15620		1					4	
Zotu11481								
Zotu14088		2			2			
Zotu5074	1	5	2	3	4	5	3	2
Zotu19927	1				1		3	
Zotu17089	1	1			1	1	1	
Zotu3855	3	2						
Zotu11046		3						
Zotu20087		2					1	
Zotu13255		1			1			1
Zotu3987	6	4		1	6	2	3	
Zotu4092	2	2			2		6	
Zotu7968		3	1					1
Zotu6572	3	4	2			2	4	1
Zotu2115	4	10	2	2	5	3	8	3
Zotu12587	2	2		2		1	1	
Zotu14372						2		
Zotu10131								
Zotu7562		1				1		1
Zotu15202		1					1	
Zotu19238				2				
Zotu7357								
Zotu17738	1		1					
Zotu18115	1					1		
Zotu2486								
Zotu12069		1						
Zotu16727								
Zotu6265		2			1			1
Zotu18379								
Zotu5481	2	3						
Zotu2379	2	4	1	2			7	2
Zotu11927							1	
Zotu14574								
Zotu10430								
Zotu15195		1						
Zotu16102								
Zotu1789			1		1			
Zotu2064	2	4		2	2	3	3	2
Zotu20303								
Zotu16558								
Zotu8838								
Zotu5578								
Zotu17383								
Zotu18499								
Zotu14217				1				
Zotu20217								
Zotu5623			2	1				
Zotu17559								
Zotu7605								
Zotu10686								
Zotu20329								
Zotu1767								
Zotu4003								
Zotu11547								
Zotu19433								
Zotu15939								
Zotu14520								
Zotu20849								
Zotu5330								
Zotu13093								
Zotu6046								
Zotu8218								1
Zotu10030								
Zotu10829		1						
Zotu3777					1			
Zotu8663								
Zotu10615								
Zotu16585								
Zotu12169								
Zotu15245								
Zotu5518								1
Zotu11152	2		1					1
Zotu2649								
Zotu16386		1						
Zotu9078								
Zotu11385								
Zotu17499								
Zotu16424		1	1				1	
Zotu14863								
Zotu12157		6			2	1	1	
Zotu13455								
Zotu4178	2	1		7			2	
Zotu6610			1	1	4			
Zotu7612						1	2	
Zotu15328		4		1			3	
Zotu16731					1			
Zotu18980								
Zotu16302			3	2			1	
Zotu20278								
Zotu11449								
Zotu5271		1						
Zotu14992								
Zotu19738								
Zotu14960								
Zotu17700								
Zotu18674								
Zotu2292				1				
Zotu12405								
Zotu15224								
Zotu13584								
Zotu12895								
Zotu19018								
Zotu18625								
Zotu17268			1					
Zotu17455								
Zotu18853		1						
Zotu16510								
Zotu14045								
Zotu16199								
Zotu12176								
Zotu11297								
Zotu10161	2		4		2	1	2	
Zotu17567								
Zotu20485	1							
Zotu8091								
Zotu11537		1	2	1	1	2	4	1
Zotu906	30	70	6	8	2	19	21	5
Zotu2828	1	11			2	1	3	2
Zotu14666			2					
Zotu15497								
Zotu18242								
Zotu5462	1	4	1				2	
Zotu9363		4					3	
Zotu4235		1					3	
Zotu4398							2	
Zotu14822		3						
Zotu9741			1		1			
Zotu10059						1		
Zotu10571								
Zotu12578								
Zotu12994								
Zotu17809								
Zotu11878	2	2				2	1	1
Zotu3283								
Zotu10308				3			1	
Zotu15789								
Zotu5385	4		1			3	1	
Zotu18079		1						
Zotu18887							1	
Zotu10604								
Zotu14469								
Zotu17965								
Zotu18769	1	2						
Zotu20468		6		1		1		
Zotu20171								
Zotu16718							1	
Zotu4462		3		2		1		1
Zotu4787		1				1		1
Zotu19325								
Zotu17175								
Zotu18779								
Zotu17392								
Zotu7035								
Zotu11732		1						
Zotu7754			1					
Zotu9739		1						
Zotu15454		1						
Zotu7061								
Zotu1457		2		2	3		1	
Zotu15324								
Zotu15712								
Zotu6346		1						1
Zotu15956							1	
Zotu17426								
Zotu3265		2					1	
Zotu8454						1	2	
Zotu14892								
Zotu15006								
Zotu13928					1		2	
Zotu16418								
Zotu10211								
Zotu13256			2			1	2	
Zotu19438								
Zotu4066		3		1	1			
Zotu4119		1		1	3		2	2
Zotu19635							1	
Zotu13141								
Zotu13802			1					
Zotu8750					1		3	
Zotu11299							2	
Zotu9749		2		3				
Zotu12108								
Zotu14966								
Zotu9424				1	1	1		
Zotu18165		1			1			
Zotu8727	3	3						1
Zotu12510								
Zotu20449								1
Zotu9486								
Zotu13502		2	1		1			1
Zotu8115								
Zotu7253								
Zotu12706	2							
Zotu20127		1						
Zotu15144								
Zotu20439		1						
Zotu10063			1					
Zotu17191								
Zotu16027								
Zotu4252								
Zotu6927		3						
Zotu20383								
Zotu18433							1	
Zotu12220		1						
Zotu14797								
Zotu10918					1			
Zotu18809	3	2			1			
Zotu7780	2				1		4	
Zotu19265		2						
Zotu10296								
Zotu16094								
Zotu10367								
Zotu10507	1			1	1	4	3	
Zotu17725	1	1		3	1			
Zotu9651								
Zotu20377						2		
Zotu16949								
Zotu2352								
Zotu18211								
Zotu13917								
Zotu13959	1							
Zotu17246								
Zotu9625						2		
Zotu16593								
Zotu18572								
Zotu7634	2				1	3		
Zotu20159								
Zotu10259				1				
Zotu8266								
Zotu5672		1				1		
Zotu12660		1	1				1	
Zotu9830	4					2		
Zotu19848	1	7	1				6	
Zotu8198				6	1			
Zotu17071								
Zotu18089				1				
Zotu10242								
Zotu16748								
Zotu19076					1			
Zotu9163			2			1	1	
Zotu13855								
Zotu7432						1		
Zotu19478								
Zotu14552								
Zotu16165								
Zotu17112	3	2	1			1		
Zotu19654								
Zotu9090								
Zotu15163								
Zotu11946			1					1
Zotu18342								
Zotu15365								
Zotu13397								
Zotu20218								
Zotu9215								1
Zotu6873			2	1	2	1	1	
Zotu12061								
Zotu8043								
Zotu11962								
Zotu4764		1					1	1
Zotu5720			1				1	3
Zotu12657								
Zotu10048								3
Zotu9860			1					
Zotu17869			1		2		1	
Zotu19905			2				5	
Zotu11857		1				1		
Zotu10369								
Zotu13434								
Zotu5236	2			1			1	1
Zotu17301		3						
Zotu15801								
Zotu9546								
Zotu14231								
Zotu17056								
Zotu3912	5	2	3		2	9	3	
Zotu11330								
Zotu10330	1	1	1				1	2
Zotu11111		1	1				2	
Zotu17474								
Zotu7980	2	4	3	1		1	6	2
Zotu16627								
Zotu12961								
Zotu2054	5		1		1	3	2	1
Zotu11680		1						
Zotu11414			1					
Zotu13574								
Zotu13402							3	
Zotu18226								
Zotu18477				1		3		
Zotu15713								
Zotu15003							2	
Zotu20572								
Zotu13524				2				
Zotu9134			1				1	
Zotu17348	1	3						
Zotu2765							1	
Zotu17405								
Zotu19287								
Zotu15220	1	1						
Zotu17576			1					
Zotu18919								
Zotu11198			3					
Zotu19196								
Zotu11231								
Zotu11563								
Zotu3422				1	2			
Zotu16300							1	
Zotu15803								
Zotu13429								
Zotu15684								
Zotu10083		1		2			1	
Zotu18789			1			1	1	
Zotu18993							2	
Zotu10492			1					
Zotu12191		1						
Zotu15321								
Zotu12738								
Zotu14881								
Zotu15631								
Zotu6356	2	1						
Zotu9949								
Zotu11466								
Zotu15652	1				2			1
Zotu13879	1							
Zotu16401	1							
Zotu14865				1				
Zotu9859								
Zotu12593	1		1			3	1	
Zotu17556			1					1
Zotu2980	4		2	1	1	3	6	5
Zotu18366			3					
Zotu7244								
Zotu15931	1	3	2					
Zotu13037						2		
Zotu8765			2				4	
Zotu20861								
Zotu9644		1		3				
Zotu9954			2					
Zotu14731							1	
Zotu13480								
Zotu745	5				1			
Zotu5943	1							3
Zotu15922								
Zotu10284	2							1
Zotu5415								
Zotu1002	4	1		4	2	1	1	
Zotu8742		1						
Zotu11906	1				4	4		
Zotu19317								
Zotu11401								
Zotu17384								
Zotu12177	1							
Zotu5974								
Zotu17984								
Zotu15805							1	
Zotu884		1	1	1			1	1
Zotu13923								
Zotu2427								
Zotu13567	1	1			3		4	
Zotu20177								
Zotu10095								
Zotu3517			2		1			
Zotu13715								
Zotu3118		1	1		1			
Zotu3537					2			
Zotu9067								
Zotu19681								
Zotu14519								
Zotu15579								
Zotu1793			3		1			
Zotu594	3	4	3	1	2	2	1	3
Zotu3331							2	
Zotu4250				1	2			
Zotu14694								
Zotu7276					4	1		
Zotu5576	1	4					1	
Zotu10116							1	
Zotu1029	5	3	4	3	1	4	1	3
Zotu8058								
Zotu16259								
Zotu16803			2				1	
Zotu5702		1					2	
Zotu13278								
Zotu18341								
Zotu20130								
Zotu6536								
Zotu9446		5	1				6	
Zotu3540						2	1	
Zotu12860								
Zotu16613								
Zotu7579			1		1			
Zotu18531								1
Zotu11105								
Zotu11916			1	1				
Zotu15058		1					2	
Zotu10057							1	
Zotu11302	1							
Zotu18262								
Zotu19100								
Zotu6670		1	2				1	
Zotu19113							2	
Zotu6840								
Zotu12882								
Zotu10798								
Zotu15055		1						
Zotu12732							3	
Zotu11090					1			2
Zotu19480								
Zotu8733								
Zotu15097	1							
Zotu9150			2					
Zotu2511		2				1	3	
Zotu10196				1				
Zotu1023	2		3	9	4	5		5
Zotu3946				1	9			
Zotu2313	1		3	6	2			
Zotu4576	1	1						
Zotu18056								
Zotu2125	2		2	7	4	3	4	4
Zotu20821	1							1
Zotu11139							2	
Zotu7367							1	
Zotu5281								
Zotu15759		1						
Zotu6867				2			3	2
Zotu3583		1		21			3	
Zotu4686		1				1	1	2
Zotu15306								
Zotu18762								
Zotu20823								
Zotu13240								
Zotu2716	18	13	2		1	3	6	2
Zotu2487	1		6			2	32	1
Zotu226	100	17	65	240	28	78	50	100
Zotu344	39	19	30	74	15	51	13	70
Zotu19471								
Zotu15795								
Zotu14947						2		
Zotu19727					1			
Zotu10020		2		1	1			1
Zotu1044	28	7	2	8	7	13	29	11
Zotu9677				6				
Zotu6271		15	1	1	2			
Zotu7660								
Zotu20429				1				
Zotu2581		4		6		12	8	1
Zotu18200								10
Zotu5081			1			2		
Zotu7386								
Zotu15941								
Zotu15552				1	1			
Zotu4467	15							
Zotu5353	3				1		1	1
Zotu15489				1			1	
Zotu11114								
Zotu10204	1							
Zotu4581					4	1	3	
Zotu18867								
Zotu20037			2	1			2	
Zotu9191					1	7		
Zotu17983								
Zotu10150			1	5		1		2
Zotu1461	7	4	1	45	5	3		3
Zotu4087				1	1	1		5
Zotu13315								2
Zotu3992								
Zotu2927		2		1	4		2	40
Zotu8728								1
Zotu8522				4			1	2
Zotu403				6	3	1	1	6
Zotu98	4	12	12	62	10	5	18	12
Zotu230	14	9	3	15	54	5	4	7
Zotu17682								
Zotu10017		2			6		3	7
Zotu834	10	2	7	4	2	4	15	3
Zotu9631	1							
Zotu10028							1	8
Zotu1134	2	3	2	13			1	2
Zotu588	2		2	4	2	3	2	5
Zotu3221				8			1	2
Zotu1919	2			3			4	2
Zotu612	7	6	1	41	4	5	1	9
Zotu1110								
Zotu1802								
Zotu313	18	1	2	29	14	7	11	3
Zotu6904						4		1
Zotu2954				4	1	3	31	
Zotu284	14	142	66	69	34	36	27	67
Zotu4295	3	10	3	5	5	1	3	9
Zotu1163	24	17		9	16	11	11	32
Zotu14490								
Zotu366	12	8	18	45	8	4	12	108
Zotu3494		1	1				2	1
Zotu8937	6							
Zotu3388								3
Zotu9174				1		2		
Zotu8363								
Zotu14132						5	4	
Zotu15448								
Zotu5403	14	13						
Zotu3358	7						4	
Zotu2752				1	3	6	1	
Zotu17385			2					
Zotu1585	15	7	2			2	17	
Zotu9002	1							
Zotu1433	9	3	2	5	4	3	1	10
Zotu1944	3	4	2	4	10	9		
Zotu2134	5	2	7	8	11	13	2	4
Zotu8476	1			1	1			
Zotu7072	5				1			1
Zotu14896	2							
Zotu10997								
Zotu4186	36		30		2	17	3	1
Zotu8378	5		2	3		2		3
Zotu783	6	5		41	3	18	3	2
Zotu2884						2		
Zotu4991								
Zotu15175								
Zotu14698	4				1			
Zotu17765		1		1		1		2
Zotu14399				1				
Zotu6892		1		1				2
Zotu10302	1							1
Zotu4083	6	1	2	15	6	3	3	6
Zotu4845		7	2	13	2		2	12
Zotu8047	1		1	7	2	1	2	
Zotu13642	1	3						1
Zotu644	25	14	18	25	13	34	65	48
Zotu14619								
Zotu6966						4		1
Zotu5289								
Zotu5823								
Zotu18038								
Zotu15588					2			
Zotu10870			1	1				
Zotu15201								
Zotu15949								1
Zotu8618				1		4	1	
Zotu5719	2			1	2	8	4	31
Zotu14309						1	1	6
Zotu659	24	22	8	72	27	42	4	24
Zotu4008	2	3		1	6	4		2
Zotu19184				2				
Zotu6227	1	1		3	1	2		2
Zotu7486								
Zotu14162		1		1			5	
Zotu11884								2
Zotu12644								
Zotu4396						1		
Zotu980		2						
Zotu20315								
Zotu6016	3	3				3		1
Zotu10212	4					1	1	
Zotu7257		3	1	1				1
Zotu5690	1		1			1		
Zotu7108								
Zotu11345		1				1		
Zotu14745								
Zotu3919			2	4				1
Zotu18307	1	1						
Zotu206	23	21	40	67	16	5	48	44
Zotu6037		2	1	2				
Zotu78	12	8	14	33	12	32	12	54
Zotu10567								
Zotu1783	2	3		1	1		9	4
Zotu2700	1	1					1	
Zotu12351	2	1						
Zotu7203				1				
Zotu13357	3							
Zotu7067			4	1		1		
Zotu8315								
Zotu7006					1			
Zotu19983								
Zotu8395								2
Zotu3677		2	3	1		1		1
Zotu8104								1
Zotu10626								
Zotu1649				5	4	1	19	8
Zotu16367		4	1					
Zotu1897		1	2	1	1	3	1	
Zotu3623			4		1			
Zotu4154								3
Zotu11568								
Zotu2622		6	4					
Zotu4111	1		2			3		2
Zotu8987								
Zotu1888			1		4			1
Zotu784	2	1	1	1	2			
Zotu5713							1	
Zotu1411				3		2		1
Zotu735				2	1	1		4
Zotu584			2	7	7	2	12	6
Zotu1695			1	1		3		8
Zotu1506				1				4
Zotu3087	1					1		
Zotu6844								
Zotu5478			1					
Zotu10623	1			1				
Zotu217	3	9	2	6	7	4	7	7
Zotu5553							2	10
Zotu5729								1
Zotu8968								
Zotu7503								
Zotu1443								
Zotu7701		2						
Zotu16526								
Zotu6030					5	1		
Zotu8848		3		2				
Zotu11304	1		1					
Zotu17874	2	1			1		1	
Zotu7568	1			1				1
Zotu8878				1	1	4		1
Zotu18656								
Zotu8935		2				2		
Zotu7147								
Zotu6006				2		1		
Zotu16110								
Zotu5705	1		1	1	1	1	1	
Zotu13901								
Zotu9058								
Zotu19059								
Zotu20031					1			
Zotu19715								
Zotu8053								
Zotu9988								
Zotu14192								
Zotu14632								
Zotu18094			1					
Zotu18589					1			
Zotu17992								
Zotu7488		1						
Zotu17859								
Zotu4489	1	1		1	3	4	2	1
Zotu5593	1	4	1	5	1		1	4
Zotu3582	2	5	5	2		6	3	1
Zotu8276	3							1
Zotu1740		9	8	12	2	4	8	4
Zotu3495	6	6			2	12	2	1
Zotu20002	1							
Zotu11704	1				1	3	1	1
Zotu14765	1				2	1		1
Zotu11694						2	1	
Zotu19488								
Zotu17077		15					2	
Zotu9729								
Zotu19011								
Zotu18136						1		
Zotu13179		3						
Zotu1426								
Zotu11724								
Zotu10620				1				
Zotu15273								
Zotu7314								
Zotu7351			1	1				
Zotu10581								
Zotu11773								1
Zotu14958	2					2		
Zotu17902								
Zotu14115	1							
Zotu6060			2					
Zotu3306	7		2	2	5	4	10	6
Zotu7476			1			1		1
Zotu7938							4	
Zotu5027	3	4	1		2		6	2
Zotu6587		3	4		2		2	
Zotu14682								
Zotu6080							1	
Zotu10760							2	
Zotu18522				1				
Zotu1612			1	1	1	1	16	1
Zotu16060							2	
Zotu17091								
Zotu5336						1		
Zotu5895								1
Zotu14068								
Zotu10056								
Zotu19538								
Zotu2894				3				
Zotu5737		1				1		
Zotu20326								
Zotu8302		1	1	2				2
Zotu11810		1						
Zotu5492	2		5	3	11	1	1	11
Zotu16781	1	1			1			
Zotu19637								
Zotu19837								
Zotu11623	1							
Zotu11690	1						1	
Zotu10547							1	
Zotu5399								
Zotu13126								
Zotu13422								1
Zotu14081								
Zotu13534		1						
Zotu9571	1		1				2	1
Zotu15751								
Zotu3501	2	1	1	1	4	3	4	1
Zotu5017		2	3	1	1			
Zotu3576	3	2		1	4	5	9	2
Zotu18484	1							
Zotu3443	1					2		
Zotu2482	1	1	2	5	7	2	4	2
Zotu7484		1						
Zotu18745								
